iter	Passed	Remaining
182	311	1392
183	312	1387
184	313	1382
185	314	1376
186	315	1371
187	316	1366
188	317	1361
189	318	1357
190	319	1352
191	320	1347
192	321	1343
193	322	1339
194	323	1334
195	324	1330
196	325	1325
197	326	1320
198	327	1316
199	328	1312
200	328	1307
201	329	1302
202	330	1298
203	331	1293
204	332	1289
205	333	1285
206	334	1281
207	335	1277
208	336	1273
209	337	1269
210	338	1265
211	339	1260
212	340	1256
213	341	1252
214	341	1248
215	342	1244
216	343	1240
217	344	1236
218	345	1232
219	346	1229
220	347	1225
221	348	1221
222	349	1217
223	350	1213
224	351	1209
225	351	1205
226	352	1201
227	353	1197
228	354	1194
229	355	1190
230	356	1186
231	357	1183
232	358	1179
233	359	1175
234	360	1172
235	361	1168
236	362	1166
237	363	1162
238	363	1159
239	364	1155
240	365	1151
241	366	1148
242	367	1144
243	368	1141
244	369	1138
245	370	1134
246	371	1131
247	372	1128
248	373	1125
249	373	1121
250	374	1118
251	375	1115
252	376	1112
253	377	1109
254	378	1106
255	379	1102
256	380	1099
257	381	1096
258	381	1092
259	382	1089
260	383	1086
261	384	1083
262	385	1079
263	386	1076
264	387	1073
265	388	1070
266	388	1067
267	389	1064
268	390	1061
269	391	1058
270	392	1055
271	393	1052
272	394	1049
273	395	1046
274	395	1043
275	396	1040
276	397	1038
277	398	1035
278	399	1032
279	400	1029
280	401	1026
281	402	1023
282	402	1020
283	403	1018
284	404	1015
285	405	1012
286	406	1009
287	407	1006
288	408	1004
289	409	1001
290	409	998
291	410	995
292	411	993
293	412	990
294	413	987
295	414	985
296	415	982
297	415	979
298	416	977
299	417	974
300	418	972
301	419	969
302	420	966
303	421	964
304	422	961
305	423	959
306	423	956
307	424	954
308	425	951
309	426	948
310	427	946
311	427	943
312	428	941
313	429	938
314	430	936
315	431	933
316	432	931
317	433	929
318	434	927
319	435	925
320	436	922
321	437	920
322	437	917
323	438	915
324	439	913
325	440	910
326	441	908
327	442	906
328	443	904
329	444	901
330	445	899
331	446	897
332	446	895
333	447	893
334	448	890
335	449	888
336	450	886
337	451	884
338	452	881
339	453	879
340	454	877
341	454	875
342	455	873
343	456	870
344	457	868
345	458	866
346	459	864
347	460	862
348	461	860
349	461	857
350	462	855
351	463	853
352	464	851
353	465	849
354	466	847
355	467	845
356	468	843
357	469	841
358	469	838
359	470	836
360	471	834
361	472	832
362	473	830
363	474	828
364	475	826
365	476	824
366	476	822
367	477	820
368	478	818
369	479	816
370	480	814
371	481	812
372	482	810
373	483	808
374	483	806
375	484	804
376	485	802
377	486	800
378	487	798
379	488	796
380	489	794
381	489	792
382	490	790
383	491	789
384	492	787
385	493	785
386	494	783
387	495	781
388	496	779
389	497	777
390	497	775
391	498	773
392	499	771
393	500	769
394	503	770
395	504	769
396	505	767
397	506	765
398	507	764
399	508	762
400	509	760
401	509	758
402	510	756
403	511	754
404	512	753
405	513	751
406	514	749
407	515	747
408	516	745
409	516	743
410	517	742
411	518	740
412	519	738
413	520	736
414	521	734
415	522	733
416	523	731
417	524	729
418	524	727
419	525	726
420	526	724
421	527	722
422	528	720
423	529	719
424	530	717
425	531	715
426	532	713
427	532	712
428	533	710
429	534	708
430	535	707
431	536	705
432	537	703
433	538	701
434	539	700
435	540	698
436	540	696
437	541	695
438	542	693
439	543	691
440	544	690
441	545	688
442	546	686
443	547	685
444	548	683
445	549	682
446	550	680
447	550	678
448	551	677
449	552	675
450	553	673
451	554	672
452	555	670
453	556	669
454	557	667
455	558	665
456	559	664
457	559	662
458	560	661
459	561	659
460	562	657
461	563	656
462	564	654
463	565	652
464	566	651
465	566	649
466	567	648
467	568	646
468	569	644
469	570	643
470	571	641
471	572	640
472	573	638
473	573	636
474	574	635
475	575	633
476	576	631
477	577	630
478	578	628
479	578	627
480	579	625
481	580	624
482	581	622
483	582	620
484	583	619
485	584	617
486	585	616
487	585	614
488	586	613
489	587	611
490	588	610
491	589	608
492	590	606
493	591	605
494	591	603
495	592	602
496	593	600
497	594	599
498	595	597
499	595	595
500	596	594
501	597	593
502	598	591
503	599	590
504	600	588
505	601	587
506	602	585
507	603	584
508	604	582
509	604	581
510	605	579
511	606	578
512	607	576
513	608	575
514	609	573
515	610	572
516	610	570
517	611	569
518	612	567
519	613	566
520	614	564
521	615	563
522	616	561
523	616	560
524	617	559
525	618	557
526	619	556
527	620	554
528	621	553
529	622	551
530	623	550
531	624	549
532	624	547
533	625	546
534	626	544
535	627	543
536	628	541
537	629	540
538	629	538
539	630	537
540	631	535
541	632	534
542	633	533
543	634	531
544	635	530
545	635	528
546	636	527
547	637	525
548	638	524
549	639	523
550	640	521
551	641	520
552	642	519
553	643	518
554	644	516
555	645	515
556	646	513
557	647	512
558	647	511
559	648	509
560	649	508
561	650	506
562	651	505
563	652	504
564	653	502
565	654	501
566	654	500
567	655	498
568	656	497
569	657	495
570	658	494
571	659	493
572	659	491
573	660	490
574	661	489
575	662	487
576	663	486
577	664	485
578	665	483
579	666	482
580	667	481
581	668	479
582	669	478
583	670	477
584	671	476
585	672	475
586	673	474
587	674	472
588	675	471
589	676	470
590	677	468
591	678	467
592	679	466
593	679	464
594	680	463
595	682	462
596	684	462
597	687	462
598	689	461
599	690	460
600	691	459
601	692	457
602	693	456
603	694	455
604	694	453
605	695	452
606	696	451
607	697	449
608	698	448
609	699	447
610	700	445
611	701	444
612	702	443
613	703	441
614	703	440
615	704	439
616	705	438
617	706	436
618	707	435
619	708	434
620	709	432
621	710	431
622	711	430
623	712	429
624	712	427
625	713	426
626	714	425
627	715	423
628	716	422
629	717	421
630	718	420
631	719	418
632	720	417
633	721	416
634	721	414
635	722	413
636	723	412
637	724	411
638	725	409
639	726	408
640	727	407
641	728	406
642	729	404
643	730	403
644	730	402
645	731	401
646	732	399
647	733	398
648	734	397
649	735	396
650	736	394
651	737	393
652	738	392
653	739	391
654	740	389
655	740	388
656	741	387
657	742	385
658	743	384
659	744	383
660	745	382
661	746	380
662	746	379
663	747	378
664	748	377
665	749	375
666	750	374
667	751	373
668	752	372
669	753	371
670	754	369
671	755	368
672	755	367
673	756	366
674	757	364
675	758	363
676	759	362
677	760	361
678	761	359
679	762	358
680	762	357
681	763	356
682	764	354
683	765	353
684	766	352
685	767	351
686	768	350
687	769	348
688	769	347
689	770	346
690	771	345
691	772	343
692	773	342
693	774	341
694	775	340
695	775	338
696	776	337
697	777	336
698	778	335
699	779	333
700	780	332
701	781	331
702	781	330
703	782	329
704	783	327
705	784	326
706	785	325
707	786	324
708	787	323
709	788	321
710	789	320
711	790	319
712	790	318
713	791	317
714	792	315
715	793	314
716	794	313
717	795	312
718	796	311
719	797	310
720	798	308
721	799	307
722	800	306
723	800	305
724	801	304
725	802	302
726	803	301
727	804	300
728	805	299
729	806	298
730	807	297
731	808	295
732	808	294
733	809	293
734	810	292
735	811	291
736	812	289
737	813	288
738	814	287
739	815	286
740	816	285
741	816	284
742	817	282
743	818	281
744	819	280
745	820	279
746	821	278
747	822	276
748	822	275
749	823	274
750	824	273
751	825	272
752	826	271
753	827	269
754	827	268
755	828	267
756	829	266
757	830	265
758	831	264
759	832	262
760	833	261
761	834	260
762	835	259
763	836	258
764	837	257
765	838	256
766	838	254
767	839	253
768	840	252
769	841	251
770	842	250
771	843	249
772	843	247
773	844	246
774	845	245
775	846	244
776	847	243
777	848	242
778	849	240
779	850	239
780	851	238
781	852	237
782	852	236
783	853	235
784	854	234
785	855	232
786	856	231
787	857	230
788	857	229
789	858	228
790	859	227
791	860	226
792	861	224
793	862	223
794	863	222
795	864	221
796	865	220
797	865	219
798	866	218
799	867	216
800	868	215
801	869	214
802	870	213
803	871	212
804	872	211
805	873	210
806	874	209
807	874	207
808	875	206
809	876	205
810	877	204
811	878	203
812	879	202
813	880	201
814	880	199
815	881	198
816	882	197
817	883	196
818	884	195
819	885	194
820	886	193
821	887	192
822	888	191
823	889	189
824	890	188
825	890	187
826	891	186
827	892	185
828	893	184
829	894	183
830	895	182
831	895	180
832	896	179
833	897	178
834	898	177
835	899	176
836	900	175
837	901	174
838	902	173
839	903	172
840	904	170
841	904	169
842	905	168
843	906	167
844	907	166
845	908	165
846	909	164
847	910	163
848	911	162
849	911	160
850	912	159
851	913	158
852	914	157
853	915	156
854	916	155
855	917	154
856	918	153
857	918	152
858	919	150
859	920	149
860	921	148
861	922	147
862	923	146
863	924	145
864	925	144
865	926	143
866	927	142
867	927	141
868	928	140
869	929	138
870	930	137
871	931	136
872	932	135
873	933	134
874	934	133
875	935	132
876	936	131
877	937	130
878	937	129
879	938	128
880	939	126
881	940	125
882	941	124
883	942	123
884	943	122
885	943	121
886	944	120
887	945	119
888	946	118
889	947	117
890	948	116
891	949	114
892	950	113
893	951	112
894	951	111
895	952	110
896	953	109
897	954	108
898	955	107
899	956	106
900	957	105
901	957	104
902	958	102
903	959	101
904	960	100
905	961	99
906	962	98
907	963	97
908	963	96
909	964	95
910	965	94
911	966	93
912	967	92
913	968	91
914	969	90
915	969	88
916	970	87
917	971	86
918	972	85
919	973	84
920	974	83
921	975	82
922	976	81
923	976	80
924	977	79
925	978	78
926	979	77
927	980	76
928	981	75
929	982	73
930	983	72
931	984	71
932	985	70
933	986	69
934	986	68
935	987	67
936	988	66
937	989	65
938	990	64
939	991	63
940	992	62
941	993	61
942	994	60
943	995	59
944	995	57
945	996	56
946	997	55
947	998	54
948	999	53
949	1000	52
950	1001	51
951	1001	50
952	1002	49
953	1003	48
954	1004	47
955	1005	46
956	1006	45
957	1007	44
958	1008	43
959	1009	42
960	1009	40
961	1010	39
962	1011	38
963	1012	37
964	1013	36
965	1014	35
966	1015	34
967	1016	33
968	1016	32
969	1017	31
970	1019	30
971	1020	29
972	1021	28
973	1022	27
974	1023	26
975	1024	25
976	1025	24
977	1025	23
978	1026	22
979	1027	20
980	1028	19
981	1029	18
982	1030	17
983	1031	16
984	1032	15
985	1033	14
986	1033	13
987	1034	12
988	1035	11
989	1036	10
990	1037	9
991	1038	8
992	1039	7
993	1040	6
994	1041	5
995	1042	4
996	1042	3
997	1043	2
998	1044	1
999	1045	0
